timestamp,worker_id,heart_rate,body_temp,gas,ambient_temp,humidity,motion,risk
2026-04-01 11:46:17.009798,1,118,36.1,247,31.7,79,Normal,Critical
2026-04-01 11:46:19.004313,1,101,37.4,431,30.7,75,Normal,Critical
2026-04-01 11:46:21.005963,1,82,36.7,296,32.5,54,Normal,Critical
2026-04-01 11:46:23.007949,1,130,37.1,422,30.0,52,Normal,Critical
2026-04-01 11:46:25.017995,1,123,37.0,405,26.7,68,Normal,Critical
2026-04-01 11:46:27.003850,1,89,37.4,288,29.2,63,Normal,Critical
2026-04-01 11:46:29.013505,1,124,37.9,431,33.0,50,Fall Detected,Critical
2026-04-01 11:46:31.012857,1,76,37.7,269,28.0,62,Normal,Warning
2026-04-01 11:46:33.009353,1,95,36.9,166,34.1,59,Normal,Warning
2026-04-01 11:46:35.018508,1,61,37.7,361,29.0,41,Normal,Warning
2026-04-01 11:46:37.008393,1,101,37.6,330,34.5,41,Normal,Critical
2026-04-01 11:46:39.013002,1,69,36.1,440,26.3,48,Fall Detected,Critical
2026-04-01 11:46:41.006799,1,130,36.2,259,30.9,69,Normal,Critical
2026-04-01 11:46:43.006093,1,114,36.8,115,31.3,55,Normal,Critical
2026-04-01 11:46:45.006177,1,118,37.6,382,33.5,51,Fall Detected,Critical
2026-04-01 11:46:47.012268,1,80,36.7,437,27.2,67,Normal,Critical
2026-04-01 11:47:36.348218,1,88,36.9,393,31.2,65,Normal,Critical
2026-04-01 11:48:02.264696,1,118,36.7,473,33.3,40,Normal,Critical
2026-04-01 11:48:02.725921,1,66,36.6,455,25.5,78,Normal,Critical
2026-04-01 11:48:04.729110,1,78,37.7,132,34.8,51,Normal,Safe
2026-04-01 11:48:07.001414,1,120,37.0,402,26.2,56,Normal,Critical
2026-04-01 11:48:09.019340,1,70,36.3,170,26.7,47,Normal,Safe
2026-04-01 11:48:11.018903,1,66,37.6,246,30.7,64,Normal,Safe
2026-04-01 11:48:13.018613,1,120,37.2,425,26.9,63,Normal,Critical
2026-04-01 11:48:15.016651,1,109,37.9,489,28.4,66,Normal,Critical
2026-04-01 11:48:17.009392,1,79,37.4,266,32.4,43,Normal,Warning
2026-04-01 11:48:19.008757,1,75,37.4,369,31.2,69,Fall Detected,Critical
2026-04-01 11:48:21.006332,1,68,36.3,394,33.8,40,Normal,Critical
2026-04-01 11:48:23.017529,1,114,36.9,263,29.3,76,Normal,Critical
2026-04-01 11:48:25.017838,1,66,37.3,100,27.6,77,Fall Detected,Critical
2026-04-01 11:48:27.005718,1,114,36.8,216,27.2,54,Normal,Critical
2026-04-01 11:48:29.007824,1,99,37.9,207,29.9,77,Normal,Critical
2026-04-01 11:48:31.005560,1,103,36.2,414,27.2,55,Normal,Critical
2026-04-01 11:48:33.011088,1,123,37.2,143,29.2,77,Normal,Critical
2026-04-01 11:48:35.002585,1,116,37.0,160,33.4,48,Normal,Critical
2026-04-01 11:48:37.008813,1,91,37.0,137,32.3,55,Normal,Warning
2026-04-01 11:48:39.008604,1,85,36.2,447,34.8,49,Normal,Critical
2026-04-01 11:48:41.014644,1,80,36.7,412,34.1,48,Normal,Critical
2026-04-01 11:48:43.005594,1,103,36.1,184,31.4,46,Normal,Critical
2026-04-01 11:48:45.010874,1,63,36.9,238,30.3,63,Normal,Safe
2026-04-01 11:48:47.017427,1,115,36.9,169,32.1,47,Normal,Critical
2026-04-01 11:48:49.003205,1,91,37.5,301,29.1,63,Normal,Critical
2026-04-01 11:48:51.018790,1,73,36.6,172,29.8,74,Normal,Safe
2026-04-01 11:48:53.011364,1,108,36.2,153,33.1,45,Normal,Critical
2026-04-01 11:48:55.017400,1,86,36.5,300,34.2,79,Normal,Critical
2026-04-01 11:48:57.016670,1,64,37.8,175,25.4,79,Fall Detected,Critical
2026-04-01 11:48:59.012018,1,100,37.7,166,26.3,53,Normal,Critical
2026-04-01 11:49:01.006063,1,89,36.8,471,27.7,72,Normal,Critical
2026-04-01 11:49:03.009345,1,67,37.0,304,33.6,73,Normal,Warning
2026-04-01 11:49:05.015162,1,114,36.1,294,27.4,61,Normal,Critical
2026-04-01 11:49:36.321384,1,123,36.1,280,30.5,53,Normal,Critical
2026-04-01 11:50:25.150821,1,111,36.5,224,26.3,64,Fall Detected,Critical
2026-04-01 11:50:26.724553,1,82,37.7,454,28.5,62,Normal,Critical
2026-04-01 11:50:28.726038,1,62,36.6,206,26.3,55,Normal,Safe
2026-04-01 11:50:30.329095,1,88,36.9,180,27.7,46,Normal,Warning
2026-04-01 11:50:30.329828,2,90,37.6,465,26.7,71,Normal,Critical
2026-04-01 11:50:30.330269,3,78,36.9,191,25.8,43,Normal,Warning
2026-04-01 11:50:32.338033,1,111,37.5,182,25.9,59,Normal,Critical
2026-04-01 11:50:32.338805,2,64,36.7,445,33.5,57,Normal,Critical
2026-04-01 11:50:32.339328,3,117,37.9,206,25.1,77,Normal,Critical
2026-04-01 11:50:34.349942,1,69,37.0,483,31.3,50,Normal,Critical
2026-04-01 11:50:34.350670,2,65,36.4,135,25.8,46,Normal,Safe
2026-04-01 11:50:34.351301,3,90,37.1,310,26.5,52,Normal,Critical
2026-04-01 11:50:36.358073,1,84,36.3,187,28.5,51,Normal,Warning
2026-04-01 11:50:36.358541,2,119,37.1,486,32.9,78,Fall Detected,Critical
2026-04-01 11:50:36.358897,3,72,37.6,498,32.4,49,Normal,Critical
2026-04-01 11:50:36.581169,1,125,36.3,175,26.1,64,Normal,Critical
2026-04-01 11:50:36.581869,2,91,37.5,341,31.2,64,Normal,Critical
2026-04-01 11:50:36.582521,3,130,37.1,142,29.1,61,Normal,Critical
2026-04-01 11:50:38.598496,1,69,36.2,235,34.4,50,Normal,Safe
2026-04-01 11:50:38.599250,2,91,37.6,411,26.2,41,Normal,Critical
2026-04-01 11:50:38.599688,3,79,37.2,231,32.7,79,Normal,Warning
2026-04-01 11:50:40.109521,1,118,36.9,329,29.8,54,Normal,Critical
2026-04-01 11:50:40.110432,2,119,36.0,391,31.7,66,Normal,Critical
2026-04-01 11:50:40.111597,3,112,36.6,153,33.2,62,Normal,Critical
2026-04-01 11:50:42.120178,1,69,37.9,325,26.4,75,Normal,Warning
2026-04-01 11:50:42.121451,2,73,36.7,311,31.0,78,Normal,Warning
2026-04-01 11:50:42.122298,3,112,37.1,143,30.1,77,Fall Detected,Critical
2026-04-01 11:50:43.247205,1,89,37.1,101,33.0,54,Normal,Safe
2026-04-01 11:50:44.931027,1,72,37.8,475,33.7,49,Normal,Critical
2026-04-01 11:50:46.938784,1,116,37.0,387,31.3,72,Normal,Critical
2026-04-01 11:50:48.937695,1,104,36.9,102,33.8,50,Normal,Warning
2026-04-01 11:50:50.932719,1,81,36.7,247,34.1,80,Normal,Warning
2026-04-01 11:50:52.945227,2,78,36.9,393,33.2,52,Normal,Critical
2026-04-01 11:50:54.943954,2,78,37.1,262,32.0,78,Normal,Warning
2026-04-01 11:50:56.725362,1,86,36.9,413,27.0,54,Fall Detected,Critical
2026-04-01 11:50:56.727015,2,107,37.4,302,25.5,60,Normal,Critical
2026-04-01 11:50:56.728075,3,119,37.4,448,32.5,57,Normal,Critical
2026-04-01 11:50:58.743243,1,68,38.0,102,27.3,58,Normal,Safe
2026-04-01 11:50:58.743791,2,120,37.6,414,32.7,50,Normal,Critical
2026-04-01 11:50:58.744024,3,73,36.6,276,27.3,59,Normal,Warning
2026-04-01 11:51:00.745202,1,75,36.6,415,29.8,66,Normal,Critical
2026-04-01 11:51:00.746343,2,79,37.7,249,26.8,77,Normal,Warning
2026-04-01 11:51:00.747230,3,69,37.5,341,34.5,45,Fall Detected,Critical
